IDENTIFIERS,,PROCESS OUTPUTS,,,,,,,,,,,OPERATIONAL INPUTS,,,,,,,REAGENT INTELLIGENCE,,,,ENGINEERED FEATURES,,,,,,,CATEGORICAL,,,,,METADATA
Date,Shift,Ore Milled (MT),Head Grade (%Cu),COPPER IN HEAD (MT),Concentrate Grade (%Cu),Concentrate Production (MT),COPPER IN CONCENTRATE (MT),Tails Grade (%Cu),TAILINGS (MT),Recovery (%),Insoluble in Concentrate (%),COPPER IN TAILINGS (MT),Feed Rate (MT/h),Grinding kWh,Lime Bags,T Reagent (cc),Pine Oil (cc),Flotation pH,Milling Running Hours,SIPX Dose (g/t),Frother Dose (g/t),Depressant Dose (g/t),Conc. Mass Pull (%),Prev_Recovery (%),Prev_Feed Rate (MT/h),Prev_Head Grade (%Cu),Prev_Flotation pH,Roll7_Recovery (%),Roll7_Head Grade (%Cu),Roll7_Feed Rate (MT/h),Estimated Feed Condition,Feed_Condition_Num,Shift_Num,Month,Day_of_Week,Source
24/11/2025,C,1916.0,1.152,22.079,30.1,65.991,19.856,0.12,1850.104,89.93,7.21,2.223,285.88,724.305,12,1200,10,9.42,7,81.3,25.2,65.9,3.44,89.25,257.94,1.07,9.42,89.667,1.111,248.927,Normal,1,2,11,0,Target R2 synthetic data - leakage-free process relationship
25/11/2025,A,1974.0,1.166,23.015,30.5,67.927,20.712,0.121,1905.58,89.99,6.51,2.303,277.16,717.848,12,1200,11,9.43,7,78.6,26.2,64.8,3.44,89.93,285.88,1.152,9.42,89.647,1.109,259.352,Normal,1,0,11,1,Target R2 synthetic data - leakage-free process relationship
25/11/2025,B,1950.0,1.14,22.233,29.5,67.81,19.997,0.119,1882.226,89.95,6.75,2.235,280.91,724.178,10,1200,11,9.64,7,83.3,23.3,65.3,3.48,89.99,277.16,1.166,9.43,89.596,1.118,262.504,Normal,1,1,11,1,Target R2 synthetic data - leakage-free process relationship
25/11/2025,C,1939.0,1.179,22.862,29.3,69.95,20.495,0.127,1869.512,89.65,6.54,2.367,245.85,730.701,12,1200,10,9.37,8,82.7,23.2,63.9,3.61,89.95,280.91,1.14,9.64,89.702,1.128,264.725,Normal,1,2,11,1,Target R2 synthetic data - leakage-free process relationship
26/11/2025,A,2026.0,1.134,22.983,29.6,70.358,20.815,0.111,1955.746,90.57,6.41,2.168,249.86,720.072,12,1200,11,9.48,8,79.9,24.8,67.6,3.47,89.65,245.85,1.179,9.37,89.856,1.139,266.226,Normal,1,0,11,2,Target R2 synthetic data - leakage-free process relationship
26/11/2025,B,1854.0,1.082,20.057,29.9,60.238,17.992,0.115,1793.404,89.71,6.48,2.065,227.33,736.604,12,1200,12,9.48,8,83.8,25.7,67.8,3.25,90.57,249.86,1.134,9.48,90.038,1.142,262.651,Hard,0,1,11,2,Target R2 synthetic data - leakage-free process relationship
26/11/2025,C,1843.0,1.174,21.637,30.2,63.901,19.296,0.132,1778.908,89.18,7.11,2.341,228.04,737.197,12,1200,11,9.67,8,88.0,26.0,72.1,3.47,89.71,227.33,1.082,9.48,89.864,1.132,260.704,Hard,0,2,11,2,Target R2 synthetic data - leakage-free process relationship
27/11/2025,A,1925.0,1.111,21.386,30.0,63.628,19.12,0.122,1861.067,89.4,7.19,2.267,236.55,736.435,12,1200,12,9.48,8,84.3,29.4,66.9,3.31,89.18,228.04,1.174,9.67,89.853,1.147,256.433,Hard,0,0,11,3,Target R2 synthetic data - leakage-free process relationship
27/11/2025,B,1906.0,1.102,21.003,29.9,62.254,18.622,0.129,1844.132,88.66,7.41,2.381,248.48,739.564,12,1200,11,9.41,8,82.5,28.3,65.2,3.27,89.4,236.55,1.111,9.48,89.777,1.141,249.385,Hard,0,1,11,3,Target R2 synthetic data - leakage-free process relationship
27/11/2025,C,1925.0,1.1,21.176,30.2,62.932,19.021,0.116,1861.63,89.83,6.47,2.154,277.69,725.253,12,1200,11,9.54,7,78.0,25.8,62.0,3.27,88.66,248.48,1.102,9.41,89.587,1.132,245.288,Normal,1,2,11,3,Target R2 synthetic data - leakage-free process relationship
28/11/2025,A,1967.0,1.155,22.722,29.5,69.259,20.448,0.12,1897.939,89.99,6.74,2.275,247.57,711.85,12,1200,9,9.41,8,82.1,25.7,68.6,3.52,89.83,277.69,1.1,9.54,89.57,1.126,244.828,Normal,1,0,11,4,Target R2 synthetic data - leakage-free process relationship
28/11/2025,B,1960.0,1.2,23.511,30.0,71.614,21.461,0.109,1888.45,91.28,5.88,2.05,241.35,717.245,12,1200,11,9.45,8,79.1,25.7,64.0,3.65,89.99,247.57,1.155,9.41,89.619,1.123,245.074,Soft,2,1,11,4,Target R2 synthetic data - leakage-free process relationship
28/11/2025,C,1860.0,1.128,20.983,30.1,63.273,19.022,0.109,1796.987,90.65,6.78,1.961,234.45,723.048,11,1200,11,9.64,8,74.3,26.1,64.7,3.4,91.28,241.35,1.2,9.45,89.721,1.132,243.858,Normal,1,2,11,4,Target R2 synthetic data - leakage-free process relationship
29/11/2025,A,1832.0,1.132,20.737,29.4,63.792,18.755,0.112,1767.866,90.44,6.38,1.982,268.76,734.735,11,1200,10,9.47,7,76.4,24.1,65.5,3.48,90.65,234.45,1.128,9.64,89.856,1.139,244.875,Normal,1,0,11,5,Target R2 synthetic data - leakage-free process relationship
29/11/2025,B,1766.0,1.09,19.252,29.9,57.127,17.089,0.126,1709.328,88.77,7.16,2.162,233.05,729.22,12,1200,10,9.36,8,88.1,25.4,64.0,3.23,90.44,268.76,1.132,9.47,90.037,1.133,250.692,Hard,0,1,11,5,Target R2 synthetic data - leakage-free process relationship
29/11/2025,C,1765.0,1.094,19.303,30.1,56.511,17.027,0.133,1708.048,88.21,7.19,2.276,221.66,736.843,13,1200,11,9.25,8,81.5,27.2,66.5,3.2,88.77,233.05,1.09,9.36,89.947,1.129,250.193,Hard,0,2,11,5,Target R2 synthetic data - leakage-free process relationship
30/11/2025,A,1821.0,1.149,20.916,30.3,61.912,18.752,0.123,1758.921,89.65,5.76,2.164,231.34,724.105,12,1200,10,9.52,8,83.9,24.0,64.5,3.4,88.21,221.66,1.094,9.25,89.882,1.128,246.362,Normal,1,0,11,6,Target R2 synthetic data - leakage-free process relationship
30/11/2025,B,1777.0,1.099,19.532,30.1,57.577,17.307,0.129,1719.561,88.61,7.03,2.225,217.67,737.384,11,1200,11,9.45,8,79.2,24.4,69.3,3.24,89.65,231.34,1.149,9.52,89.857,1.135,239.741,Hard,0,1,11,6,Target R2 synthetic data - leakage-free process relationship
30/11/2025,C,1761.0,1.197,21.089,29.9,63.609,19.009,0.122,1697.89,90.14,6.4,2.08,217.08,719.032,10,1200,11,9.54,8,78.9,26.4,65.9,3.61,88.61,217.67,1.099,9.45,89.66,1.127,235.47,Normal,1,2,11,6,Target R2 synthetic data - leakage-free process relationship
01/12/2025,A,1739.0,1.2,20.866,29.9,63.273,18.937,0.115,1676.149,90.75,6.5,1.929,216.83,729.149,11,1200,11,9.53,8,81.1,25.4,68.3,3.64,90.14,217.08,1.197,9.54,89.496,1.127,232.003,Normal,1,0,12,0,Target R2 synthetic data - leakage-free process relationship
01/12/2025,B,1752.0,1.119,19.612,30.1,58.768,17.717,0.112,1693.127,90.34,6.65,1.895,223.5,716.912,11,1200,11,9.82,8,78.5,25.3,62.2,3.35,90.75,216.83,1.2,9.53,89.511,1.137,229.487,Normal,1,1,12,0,Target R2 synthetic data - leakage-free process relationship
01/12/2025,C,1792.0,1.158,20.748,29.9,62.616,18.691,0.119,1729.843,90.09,6.24,2.057,227.83,729.677,11,1200,11,9.49,8,82.5,22.3,63.4,3.49,90.34,223.5,1.119,9.82,89.496,1.135,223.02,Normal,1,2,12,0,Target R2 synthetic data - leakage-free process relationship
02/12/2025,A,1844.0,1.224,22.575,29.7,68.787,20.45,0.12,1775.679,90.59,6.55,2.125,232.24,725.631,11,1200,11,9.61,8,78.1,22.5,66.8,3.73,90.09,227.83,1.158,9.49,89.684,1.145,222.275,Normal,1,0,12,1,Target R2 synthetic data - leakage-free process relationship
02/12/2025,B,1730.0,1.059,18.329,30.0,54.586,16.385,0.116,1675.501,89.4,7.23,1.943,242.93,741.357,11,1200,11,9.4,7,81.6,25.7,65.8,3.16,90.59,232.24,1.224,9.61,90.024,1.164,223.786,Hard,0,1,12,1,Target R2 synthetic data - leakage-free process relationship
02/12/2025,C,1829.0,1.218,22.29,29.4,68.67,20.222,0.117,1760.72,90.72,6.99,2.067,260.09,724.008,11,1200,11,9.55,7,79.6,24.3,65.0,3.75,89.4,242.93,1.059,9.4,89.987,1.151,225.442,Normal,1,2,12,1,Target R2 synthetic data - leakage-free process relationship
03/12/2025,A,1805.0,1.185,21.39,29.9,65.11,19.464,0.111,1739.658,91.0,6.52,1.926,256.93,717.878,11,1200,11,9.5,7,77.0,23.0,64.5,3.61,90.72,260.09,1.218,9.55,90.289,1.168,231.5,Normal,1,0,12,2,Target R2 synthetic data - leakage-free process relationship
03/12/2025,B,1867.0,1.196,22.326,29.8,67.78,20.205,0.118,1799.384,90.5,5.83,2.121,267.9,700.628,11,1200,11,9.95,7,84.0,24.0,65.2,3.63,91.0,256.93,1.185,9.5,90.412,1.166,237.194,Soft,2,1,12,2,Target R2 synthetic data - leakage-free process relationship
03/12/2025,C,1837.0,1.166,21.421,29.9,64.006,19.14,0.129,1773.032,89.35,6.86,2.281,231.02,744.208,11,1200,10,9.43,8,84.5,25.0,72.5,3.48,90.5,267.9,1.196,9.95,90.376,1.166,244.489,Hard,0,2,12,2,Target R2 synthetic data - leakage-free process relationship
04/12/2025,A,1935.0,1.154,22.33,30.0,66.992,20.113,0.119,1868.492,90.07,6.63,2.217,208.36,734.151,11,1200,10,9.76,9,80.7,24.3,65.7,3.46,89.35,231.02,1.166,9.43,90.235,1.172,245.564,Normal,1,0,12,3,Target R2 synthetic data - leakage-free process relationship
04/12/2025,B,1981.0,1.121,22.204,29.3,68.639,20.13,0.108,1912.487,90.66,6.09,2.074,274.51,721.197,11,1200,10,9.46,7,82.7,23.7,66.2,3.46,90.07,208.36,1.154,9.76,90.233,1.172,242.783,Soft,2,1,12,3,Target R2 synthetic data - leakage-free process relationship
04/12/2025,C,1966.0,1.165,22.917,30.1,68.925,20.775,0.113,1897.436,90.65,6.51,2.142,246.35,714.514,10,1200,10,9.63,8,82.5,24.2,64.6,3.51,90.66,274.51,1.121,9.46,90.243,1.157,248.821,Normal,1,2,12,3,Target R2 synthetic data - leakage-free process relationship
05/12/2025,A,1877.0,1.143,21.444,29.6,65.301,19.333,0.117,1811.288,90.16,6.28,2.11,238.92,731.919,11,1200,11,9.48,8,83.7,27.4,59.4,3.48,90.65,246.35,1.165,9.63,90.423,1.172,249.309,Normal,1,0,12,4,Target R2 synthetic data - leakage-free process relationship
05/12/2025,B,1929.0,1.15,22.19,29.7,68.016,20.192,0.107,1860.932,90.99,6.28,1.999,242.13,717.697,11,1200,11,9.65,8,73.5,22.8,70.0,3.53,90.16,238.92,1.143,9.48,90.342,1.161,246.286,Soft,2,1,12,4,Target R2 synthetic data - leakage-free process relationship
05/12/2025,C,2014.0,1.187,23.901,29.9,72.946,21.829,0.107,1941.034,91.33,7.03,2.072,243.39,727.33,11,1200,11,9.65,8,77.0,25.6,66.3,3.62,90.99,242.13,1.15,9.65,90.341,1.156,244.171,Normal,1,2,12,4,Target R2 synthetic data - leakage-free process relationship
06/12/2025,A,2056.0,1.127,23.161,29.7,71.144,21.161,0.101,1984.45,91.37,6.88,2.0,238.28,715.34,11,1200,11,9.46,8,79.7,24.2,63.9,3.46,91.33,243.39,1.187,9.65,90.46,1.155,240.669,Normal,1,0,12,5,Target R2 synthetic data - leakage-free process relationship
06/12/2025,B,2026.0,1.143,23.169,29.3,72.291,21.202,0.101,1954.101,91.51,6.1,1.967,254.67,712.292,12,1200,10,9.44,8,78.0,22.7,68.6,3.57,91.37,238.28,1.127,9.46,90.748,1.149,241.706,Soft,2,1,12,5,Target R2 synthetic data - leakage-free process relationship
06/12/2025,C,1973.0,1.071,21.138,29.9,63.792,19.105,0.106,1909.288,90.38,6.76,2.033,245.81,735.009,11,1200,12,9.73,8,83.4,27.8,66.9,3.23,91.51,254.67,1.143,9.44,90.954,1.148,248.322,Hard,0,2,12,5,Target R2 synthetic data - leakage-free process relationship
07/12/2025,A,1998.0,1.158,23.13,29.6,71.008,21.036,0.109,1926.752,90.95,6.68,2.094,254.78,724.022,11,1200,10,9.78,8,81.2,24.7,63.4,3.55,90.38,245.81,1.071,9.73,90.914,1.141,244.222,Soft,2,0,12,6,Target R2 synthetic data - leakage-free process relationship
07/12/2025,B,1978.0,1.143,22.61,29.9,69.489,20.745,0.098,1908.047,91.75,6.68,1.866,243.4,723.115,11,1200,11,9.47,8,79.7,24.1,64.7,3.51,90.95,254.78,1.158,9.78,90.956,1.14,245.425,Soft,2,1,12,6,Target R2 synthetic data - leakage-free process relationship
07/12/2025,C,1978.0,1.123,22.226,29.2,69.998,20.458,0.093,1908.362,92.04,6.89,1.768,250.53,720.25,11,1200,10,9.63,8,79.5,23.5,64.1,3.54,91.75,243.4,1.143,9.47,91.183,1.14,246.065,Soft,2,2,12,6,Target R2 synthetic data - leakage-free process relationship
08/12/2025,A,1944.0,1.149,22.345,29.6,69.381,20.569,0.095,1874.871,92.05,7.2,1.776,232.51,723.282,11,1200,9,9.61,8,71.8,24.5,64.2,3.57,92.04,250.53,1.123,9.63,91.333,1.136,247.264,Soft,2,0,12,0,Target R2 synthetic data - leakage-free process relationship
08/12/2025,B,1923.0,1.248,23.993,29.8,74.259,22.125,0.101,1848.262,92.22,6.32,1.868,232.63,720.567,10,1200,10,9.59,8,75.5,24.4,65.8,3.86,92.05,232.51,1.149,9.61,91.436,1.131,245.71,Soft,2,1,12,0,Target R2 synthetic data - leakage-free process relationship
08/12/2025,C,1883.0,1.125,21.184,29.7,64.739,19.222,0.108,1818.559,90.74,7.2,1.961,266.08,746.181,11,1200,11,9.51,7,84.7,26.8,72.0,3.44,92.22,232.63,1.248,9.59,91.558,1.148,244.903,Hard,0,2,12,0,Target R2 synthetic data - leakage-free process relationship
09/12/2025,A,1936.0,1.11,21.488,29.9,65.523,19.613,0.1,1870.943,91.27,6.46,1.875,280.87,725.967,11,1200,11,9.58,7,77.5,27.2,66.7,3.38,90.74,266.08,1.125,9.51,91.448,1.145,246.532,Normal,1,0,12,1,Target R2 synthetic data - leakage-free process relationship
09/12/2025,B,1854.0,1.145,21.219,29.9,64.808,19.383,0.103,1789.12,91.35,7.05,1.836,225.76,729.349,11,1200,11,9.46,8,77.2,23.9,65.3,3.5,91.27,280.87,1.11,9.58,91.575,1.151,251.541,Normal,1,1,12,1,Target R2 synthetic data - leakage-free process relationship
09/12/2025,C,1855.0,1.118,20.736,29.3,64.524,18.923,0.101,1790.553,91.26,6.3,1.813,257.02,716.178,11,1200,11,9.6,7,79.9,21.9,64.0,3.48,91.35,225.76,1.145,9.46,91.632,1.149,247.395,Normal,1,2,12,1,Target R2 synthetic data - leakage-free process relationship
10/12/2025,A,1869.0,1.183,22.112,29.2,69.906,20.423,0.094,1799.544,92.36,6.34,1.689,226.41,711.345,11,1200,12,9.54,8,80.3,24.7,64.9,3.74,91.26,257.02,1.118,9.6,91.562,1.145,249.342,Soft,2,0,12,2,Target R2 synthetic data - leakage-free process relationship
10/12/2025,B,1807.0,1.128,20.387,29.9,62.931,18.835,0.089,1744.283,92.39,6.69,1.552,222.46,718.353,13,1200,11,9.45,8,79.3,24.1,67.4,3.48,92.36,226.41,1.183,9.54,91.608,1.154,245.897,Soft,2,1,12,2,Target R2 synthetic data - leakage-free process relationship
10/12/2025,C,1840.0,1.152,21.19,29.5,66.278,19.577,0.091,1773.764,92.39,6.22,1.613,227.81,725.919,11,1200,11,9.69,8,74.2,25.2,64.3,3.6,92.39,222.46,1.128,9.45,91.656,1.151,244.462,Soft,2,2,12,2,Target R2 synthetic data - leakage-free process relationship
11/12/2025,A,1829.0,1.14,20.837,29.4,64.96,19.108,0.098,1763.643,91.7,6.62,1.729,235.44,728.965,11,1200,11,9.48,8,79.6,23.7,66.0,3.55,92.39,227.81,1.152,9.69,91.68,1.137,243.773,Normal,1,0,12,3,Target R2 synthetic data - leakage-free process relationship
11/12/2025,B,1790.0,1.157,20.707,29.4,63.797,18.741,0.114,1725.833,90.5,6.69,1.966,218.3,723.189,11,1200,11,9.54,8,90.7,27.4,68.1,3.56,91.7,235.44,1.14,9.48,91.817,1.139,239.396,Hard,0,1,12,3,Target R2 synthetic data - leakage-free process relationship
11/12/2025,C,1735.0,1.15,19.955,29.7,60.417,17.953,0.12,1674.837,89.97,6.81,2.002,248.15,746.358,12,1200,11,9.66,7,79.2,25.5,64.6,3.48,90.5,218.3,1.157,9.54,91.707,1.146,230.458,Hard,0,2,12,3,Target R2 synthetic data - leakage-free process relationship
12/12/2025,A,1760.0,1.141,20.075,29.2,61.804,18.056,0.119,1698.325,89.94,6.87,2.019,223.63,723.355,11,1200,11,9.3,8,83.0,24.4,60.7,3.51,89.97,248.15,1.15,9.66,91.51,1.147,233.657,Normal,1,0,12,4,Target R2 synthetic data - leakage-free process relationship
12/12/2025,B,1945.0,1.161,22.587,30.0,68.673,20.59,0.106,1876.733,91.16,7.26,1.997,240.39,714.844,11,1200,11,9.6,8,85.5,24.4,64.2,3.53,89.94,223.63,1.141,9.3,91.322,1.15,228.887,Soft,2,1,12,4,Target R2 synthetic data - leakage-free process relationship
12/12/2025,C,1794.0,1.075,19.28,30.1,57.5,17.299,0.114,1736.122,89.73,6.99,1.98,222.48,742.467,12,1200,11,9.43,8,85.6,25.3,71.2,3.21,91.16,240.39,1.161,9.6,91.15,1.147,230.883,Hard,0,2,12,4,Target R2 synthetic data - leakage-free process relationship
13/12/2025,A,1830.0,1.14,20.861,30.1,62.836,18.885,0.112,1766.749,90.53,6.08,1.975,237.99,721.138,11,1200,11,9.59,8,80.8,22.9,69.2,3.43,89.73,222.48,1.075,9.43,90.77,1.139,230.886,Normal,1,0,12,5,Target R2 synthetic data - leakage-free process relationship
13/12/2025,B,1783.0,1.129,20.137,30.1,60.219,18.152,0.115,1722.864,90.14,6.41,1.985,224.17,725.257,11,1200,11,9.77,8,79.9,24.8,71.2,3.38,90.53,237.99,1.14,9.59,90.504,1.138,232.34,Normal,1,1,12,5,Target R2 synthetic data - leakage-free process relationship
13/12/2025,C,1744.0,1.183,20.628,29.7,62.225,18.506,0.126,1681.799,89.71,6.57,2.122,223.08,725.061,11,1200,9,9.78,8,75.1,22.6,66.5,3.57,90.14,224.17,1.129,9.77,90.281,1.136,230.729,Normal,1,2,12,5,Target R2 synthetic data - leakage-free process relationship
14/12/2025,A,1840.0,1.157,21.286,29.9,64.416,19.28,0.113,1775.306,90.58,6.43,2.006,229.79,724.706,11,1200,11,9.62,8,83.1,24.5,64.9,3.5,89.71,223.08,1.183,9.78,90.169,1.14,231.412,Normal,1,0,12,6,Target R2 synthetic data - leakage-free process relationship
14/12/2025,B,1903.0,1.147,21.827,29.9,66.297,19.843,0.108,1837.164,90.91,6.87,1.984,274.06,709.693,13,1200,9,9.38,7,77.6,23.3,64.0,3.48,90.58,229.79,1.157,9.62,90.256,1.141,228.789,Soft,2,1,12,6,Target R2 synthetic data - leakage-free process relationship
14/12/2025,C,1851.0,1.125,20.833,29.5,64.238,18.969,0.104,1787.161,91.05,6.67,1.865,263.65,714.738,11,1200,11,9.57,7,79.6,25.0,61.9,3.47,90.91,274.06,1.147,9.38,90.394,1.142,235.993,Normal,1,2,12,6,Target R2 synthetic data - leakage-free process relationship
15/12/2025,A,1890.0,1.129,21.345,29.1,66.219,19.291,0.113,1823.644,90.38,6.28,2.054,278.17,716.633,10,1200,10,9.68,7,73.9,23.3,68.3,3.5,91.05,263.65,1.125,9.57,90.379,1.137,239.316,Normal,1,0,12,0,Target R2 synthetic data - leakage-free process relationship
15/12/2025,B,1842.0,1.142,21.032,29.9,63.551,18.974,0.116,1778.729,90.21,6.46,2.058,233.0,742.301,11,1200,11,9.61,8,84.9,26.1,67.4,3.45,90.38,278.17,1.129,9.68,90.471,1.144,247.271,Hard,0,1,12,0,Target R2 synthetic data - leakage-free process relationship
15/12/2025,C,1933.0,1.146,22.154,30.1,66.865,20.124,0.109,1865.849,90.84,6.49,2.03,248.06,730.117,10,1200,11,9.52,8,79.7,26.3,61.6,3.46,90.21,233.0,1.142,9.61,90.426,1.145,246.558,Normal,1,2,12,0,Target R2 synthetic data - leakage-free process relationship
16/12/2025,A,1916.0,1.134,21.729,30.0,65.096,19.528,0.119,1850.774,89.87,6.84,2.201,241.45,739.253,11,1200,11,9.61,8,85.4,25.3,64.7,3.4,90.84,248.06,1.146,9.52,90.526,1.147,249.972,Hard,0,0,12,1,Target R2 synthetic data - leakage-free process relationship
16/12/2025,B,1956.0,1.207,23.615,29.8,72.464,21.61,0.106,1883.413,91.51,6.12,2.005,234.78,714.604,10,1200,9,9.54,8,79.9,24.5,62.4,3.7,89.87,241.45,1.134,9.61,90.548,1.14,252.597,Soft,2,1,12,1,Target R2 synthetic data - leakage-free process relationship
16/12/2025,C,2102.0,1.118,23.505,30.0,71.46,21.453,0.101,2030.238,91.27,6.53,2.051,255.13,725.551,11,1200,12,9.72,8,79.2,25.0,65.8,3.4,91.51,234.78,1.207,9.54,90.681,1.147,253.309,Normal,1,2,12,1,Target R2 synthetic data - leakage-free process relationship
17/12/2025,A,1978.0,1.132,22.403,30.1,67.815,20.401,0.105,1910.653,91.07,6.52,2.001,289.53,726.748,11,1200,9,9.51,7,81.5,24.3,64.1,3.43,91.27,255.13,1.118,9.72,90.733,1.143,250.605,Normal,1,0,12,2,Target R2 synthetic data - leakage-free process relationship
17/12/2025,B,1993.0,1.213,24.184,29.3,76.038,22.275,0.1,1917.053,92.1,6.11,1.91,248.43,720.227,10,1200,10,9.49,8,78.3,22.9,64.4,3.82,91.07,289.53,1.132,9.51,90.735,1.144,254.302,Soft,2,1,12,2,Target R2 synthetic data - leakage-free process relationship
17/12/2025,C,1929.0,1.167,22.523,29.7,68.973,20.497,0.109,1860.325,91.0,7.0,2.026,246.11,743.089,11,1200,11,9.5,8,84.1,26.1,69.2,3.58,92.1,248.43,1.213,9.49,90.982,1.156,250.054,Hard,0,2,12,2,Target R2 synthetic data - leakage-free process relationship
18/12/2025,A,2021.0,1.159,23.427,30.1,71.256,21.456,0.101,1949.477,91.59,6.52,1.971,242.6,720.149,11,1200,12,9.55,8,82.2,26.2,64.3,3.53,91.0,246.11,1.167,9.5,91.095,1.16,251.926,Normal,1,0,12,3,Target R2 synthetic data - leakage-free process relationship
18/12/2025,B,1867.0,1.156,21.575,29.9,65.811,19.7,0.104,1801.211,91.31,6.56,1.875,243.77,722.596,11,1200,11,9.5,8,74.3,25.6,68.0,3.52,91.59,242.6,1.159,9.55,91.202,1.162,251.146,Normal,1,1,12,3,Target R2 synthetic data - leakage-free process relationship
18/12/2025,C,2022.0,1.184,23.935,30.3,71.673,21.732,0.113,1950.675,90.79,6.28,2.204,288.3,725.682,10,1200,10,9.57,7,83.1,26.5,60.1,3.54,91.31,243.77,1.156,9.5,91.408,1.165,251.478,Normal,1,2,12,3,Target R2 synthetic data - leakage-free process relationship
19/12/2025,A,1969.0,1.199,23.602,29.7,72.548,21.581,0.107,1896.203,91.44,7.15,2.021,288.05,723.561,11,1200,12,9.78,7,74.2,24.1,64.5,3.68,90.79,288.3,1.184,9.57,91.306,1.161,259.123,Soft,2,0,12,4,Target R2 synthetic data - leakage-free process relationship
19/12/2025,B,1959.0,1.104,21.636,29.8,65.645,19.53,0.111,1893.434,90.27,6.45,2.106,248.94,719.925,12,1200,11,9.45,8,77.6,28.3,58.8,3.35,91.44,288.05,1.199,9.78,91.329,1.173,263.825,Normal,1,1,12,4,Target R2 synthetic data - leakage-free process relationship
19/12/2025,C,1961.0,1.169,22.918,30.1,69.666,20.955,0.104,1891.241,91.43,6.48,1.963,240.94,728.544,11,1200,11,9.62,8,79.5,24.0,64.6,3.55,90.27,248.94,1.104,9.45,91.215,1.169,258.026,Normal,1,2,12,4,Target R2 synthetic data - leakage-free process relationship
20/12/2025,A,1893.0,1.113,21.062,29.7,64.714,19.241,0.1,1828.325,91.35,6.05,1.821,239.11,726.532,10,1200,10,9.52,8,76.3,24.6,67.8,3.42,91.43,240.94,1.169,9.62,91.119,1.163,256.956,Normal,1,0,12,5,Target R2 synthetic data - leakage-free process relationship
20/12/2025,B,1886.0,1.146,21.618,29.6,67.238,19.918,0.093,1818.849,92.14,6.27,1.7,237.27,718.217,11,1200,10,9.48,8,76.8,22.9,63.0,3.56,91.35,239.11,1.113,9.52,91.169,1.155,255.957,Soft,2,1,12,5,Target R2 synthetic data - leakage-free process relationship
20/12/2025,C,1877.0,1.167,21.912,30.3,66.241,20.062,0.102,1811.065,91.56,6.15,1.85,274.47,726.086,11,1200,12,9.59,7,77.2,25.1,66.6,3.53,92.14,237.27,1.146,9.48,91.247,1.153,255.197,Normal,1,2,12,5,Target R2 synthetic data - leakage-free process relationship
21/12/2025,A,1850.0,1.147,21.228,29.5,66.032,19.485,0.098,1784.128,91.79,6.09,1.742,222.58,731.916,11,1200,11,9.59,8,80.0,24.8,64.8,3.57,91.56,274.47,1.167,9.59,91.282,1.155,259.583,Normal,1,0,12,6,Target R2 synthetic data - leakage-free process relationship
21/12/2025,B,1818.0,1.176,21.387,29.7,66.039,19.64,0.1,1752.36,91.83,6.88,1.747,225.73,729.97,11,1200,12,9.58,8,80.9,25.0,66.9,3.63,91.79,222.58,1.147,9.59,91.425,1.149,250.195,Normal,1,1,12,6,Target R2 synthetic data - leakage-free process relationship
21/12/2025,C,1767.0,1.14,20.144,29.9,61.091,18.293,0.109,1705.931,90.81,7.7,1.851,256.3,734.506,12,1200,10,9.52,7,87.2,27.8,67.2,3.46,91.83,225.73,1.176,9.58,91.481,1.146,241.292,Hard,0,2,12,6,Target R2 synthetic data - leakage-free process relationship
22/12/2025,A,1826.0,1.199,21.89,29.8,67.268,20.05,0.105,1758.418,91.59,6.93,1.84,270.41,727.36,13,1200,10,9.39,7,76.4,25.9,65.9,3.68,90.81,256.3,1.14,9.52,91.559,1.151,242.344,Soft,2,0,12,0,Target R2 synthetic data - leakage-free process relationship
22/12/2025,B,1794.0,1.194,21.42,29.6,65.715,19.471,0.113,1728.593,90.9,6.19,1.949,223.05,722.32,11,1200,10,9.59,8,73.3,25.5,67.8,3.66,91.59,270.41,1.199,9.39,91.582,1.155,246.555,Normal,1,1,12,0,Target R2 synthetic data - leakage-free process relationship
22/12/2025,C,1695.0,1.159,19.637,29.7,59.251,17.568,0.127,1635.54,89.46,6.48,2.069,216.08,744.243,12,1200,13,9.29,8,84.3,29.4,69.0,3.5,90.9,223.05,1.194,9.59,91.517,1.167,244.261,Hard,0,2,12,0,Target R2 synthetic data - leakage-free process relationship
23/12/2025,A,1655.0,1.184,19.594,30.0,59.667,17.896,0.106,1595.357,91.33,5.77,1.698,229.88,719.913,11,1200,10,9.52,7,76.8,25.0,65.8,3.61,89.46,216.08,1.159,9.29,91.135,1.169,241.233,Soft,2,0,12,1,Target R2 synthetic data - leakage-free process relationship
23/12/2025,B,1728.0,1.188,20.528,29.5,63.057,18.575,0.117,1665.181,90.48,7.51,1.954,255.68,750.015,10,1200,11,9.48,7,83.7,28.5,66.1,3.65,91.33,229.88,1.184,9.52,91.103,1.171,234.861,Hard,0,1,12,1,Target R2 synthetic data - leakage-free process relationship
23/12/2025,C,1797.0,1.171,21.039,30.1,63.097,19.011,0.117,1734.02,90.36,6.65,2.028,213.72,730.484,11,1200,10,9.79,8,80.0,24.4,61.1,3.51,90.48,255.68,1.188,9.48,90.916,1.177,239.589,Normal,1,2,12,1,Target R2 synthetic data - leakage-free process relationship
